qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
10407,1137,846,1,4,16,1:43.609,NA,NA
10408,1137,822,15,77,17,1:43.618,NA,NA
10409,1137,855,15,24,18,1:44.246,NA,NA
10410,1137,839,214,31,19,1:44.504,NA,NA
10411,1137,842,214,10,20,1:43.088,1:43.179,NA
10412,1138,846,1,4,1,1:30.002,1:30.007,1:29.525
10413,1138,830,9,1,2,1:30.157,1:29.680,1:29.728
10414,1138,1,131,44,3,1:30.393,1:29.929,1:29.841
10415,1138,847,131,63,4,1:30.811,1:30.153,1:29.867
10416,1138,857,1,81,5,1:30.258,1:29.640,1:29.953
10417,1138,807,210,27,6,1:30.724,1:30.150,1:30.115
10418,1138,4,117,14,7,1:30.684,1:30.450,1:30.214
10419,1138,852,215,22,8,1:30.710,1:30.289,1:30.354
10420,1138,844,6,16,9,1:30.786,1:29.747,\N
10421,1138,832,6,55,10,1:30.670,1:30.108,\N
10422,1138,848,3,23,11,1:30.679,1:30.474,\N
10423,1138,861,3,43,12,1:30.704,1:30.481,\N
10424,1138,815,9,11,13,1:30.624,1:30.579,\N
10425,1138,825,210,20,14,1:30.829,1:30.653,\N
10426,1138,839,214,31,15,1:30.958,1:30.769,\N
10427,1138,817,215,3,16,1:31.085,\N,\N
10428,1138,840,117,18,17,1:31.094,\N,\N
10429,1138,842,214,10,18,1:31.312,\N,\N
10430,1138,822,15,77,19,1:31.572,\N,\N
10431,1138,855,15,24,20,1:32.054,\N,\N
10432,1139,846,1,4,1,1:33.616,1:32.851,1:32.330
10433,1139,830,9,1,2,1:33.046,1:32.584,1:32.361
10434,1139,832,6,55,3,1:33.556,1:32.836,1:32.652
10435,1139,844,6,16,4,1:33.241,1:32.962,1:32.740
10436,1139,857,1,81,5,1:33.864,1:33.057,1:32.950
10437,1139,847,131,63,6,1:33.536,1:33.142,1:32.974
10438,1139,842,214,10,7,1:33.550,1:33.162,1:33.018
10439,1139,4,117,14,8,1:33.973,1:33.429,1:33.309
10440,1139,825,210,20,9,1:33.564,1:33.474,1:33.481
10441,1139,815,9,11,10,1:33.611,1:33.020,\N
10442,1139,852,215,22,11,1:33.795,1:33.506,\N
10443,1139,807,210,27,12,1:33.601,1:33.544,\N
10444,1139,839,214,31,13,1:33.986,1:33.597,\N
10445,1139,840,117,18,14,1:34.033,1:33.759,\N
10446,1139,859,215,30,15,1:33.339,\N,\N
10447,1139,848,3,23,16,1:34.051,\N,\N
10448,1139,861,3,43,17,1:34.062,\N,\N
10449,1139,822,15,77,18,1:34.152,\N,\N
10450,1139,1,131,44,19,1:34.154,\N,\N
10451,1139,855,15,24,20,1:34.228,\N,\N
10452,1140,832,6,55,1,1:16.778,1:16.515,1:15.946
10453,1140,830,9,1,2,1:16.803,1:16.514,1:16.171
10454,1140,846,1,4,3,1:16.505,1:16.301,1:16.260
10455,1140,844,6,16,4,1:16.972,1:16.641,1:16.265
10456,1140,847,131,63,5,1:17.194,1:16.937,1:16.356
10457,1140,1,131,44,6,1:17.306,1:16.973,1:16.651
10458,1140,825,210,20,7,1:17.125,1:17.003,1:16.886
10459,1140,842,214,10,8,1:17.149,1:17.048,1:16.892
10460,1140,848,3,23,9,1:17.189,1:16.988,1:17.065
10461,1140,807,210,27,10,1:17.186,1:16.995,1:17.365
10462,1140,852,215,22,11,1:17.182,1:17.129,\N
10463,1140,859,215,30,12,1:17.380,1:17.162,\N
10464,1140,4,117,14,13,1:17.307,1:17.168,\N
10465,1140,840,117,18,14,1:17.407,1:17.294,\N
10466,1140,822,15,77,15,1:17.393,1:17.817,\N
10467,1140,861,3,43,16,1:17.558,\N,\N
10468,1140,857,1,81,17,1:17.597,\N,\N
10469,1140,815,9,11,18,1:17.611,\N,\N
10470,1140,839,214,31,19,1:17.617,\N,\N
10471,1140,855,15,24,20,1:18.072,\N,\N
10472,1141,846,1,4,1,1:30.944,1:24.844,1:23.405
10473,1141,847,131,63,2,1:29.121,1:26.307,1:23.578
10474,1141,852,215,22,3,1:29.172,1:26.464,1:24.111
10475,1141,839,214,31,4,1:29.171,1:26.206,1:24.475
10476,1141,859,215,30,5,1:30.758,1:25.654,1:24.484
10477,1141,844,6,16,6,1:29.839,1:26.097,1:24.525
10478,1141,848,3,23,7,1:29.072,1:25.889,1:24.657
10479,1141,857,1,81,8,1:30.114,1:25.179,1:24.686
10480,1141,4,117,14,9,1:30.207,1:25.035,1:28.998
10481,1141,840,117,18,10,1:30.580,1:26.334,\N
10482,1141,822,15,77,11,1:30.633,1:26.472,\N
10483,1141,830,9,1,12,1:28.522,1:27.771,\N
10484,1141,815,9,11,13,1:30.035,1:28.158,\N
10485,1141,832,6,55,14,1:30.303,1:29.406,\N
10486,1141,842,214,10,15,1:29.420,1:29.614,\N
10487,1141,1,131,44,16,1:31.150,\N,\N
10488,1141,860,210,50,17,1:31.229,\N,\N
10489,1141,861,3,43,18,1:31.270,\N,\N
10490,1141,807,210,27,19,1:31.623,\N,\N
10491,1141,855,15,24,20,1:32.263,\N,\N
10492,1142,847,131,63,1,1:33.186,1:32.779,1:32.312
10493,1142,832,6,55,2,1:33.484,1:32.711,1:32.410
10494,1142,842,214,10,3,1:33.691,1:32.879,1:32.664
10495,1142,844,6,16,4,1:33.446,1:33.016,1:32.783
10496,1142,830,9,1,5,1:33.299,1:33.085,1:32.797
10497,1142,846,1,4,6,1:33.592,1:33.099,1:33.008
10498,1142,852,215,22,7,1:33.789,1:33.089,1:33.029
10499,1142,857,1,81,8,1:33.450,1:33.024,1:33.033
10500,1142,807,210,27,9,1:33.920,1:33.114,1:33.062
10501,1142,1,131,44,10,1:33.225,1:32.567,1:48.106
10502,1142,839,214,31,11,1:33.968,1:33.221,\N
10503,1142,825,210,20,12,1:33.991,1:33.297,\N
10504,1142,855,15,24,13,1:34.079,1:33.566,\N
10505,1142,861,3,43,14,1:33.746,1:33.749,\N
10506,1142,859,215,30,15,1:34.087,1:34.257,\N
10507,1142,815,9,11,16,1:34.155,\N,\N
10508,1142,4,117,14,17,1:34.258,\N,\N
10509,1142,848,3,23,18,1:34.425,\N,\N
10510,1142,822,15,77,19,1:34.430,\N,\N
10511,1142,840,117,18,20,1:34.484,\N,\N
10512,1143,830,9,1,1,1:21.579,1:20.687,1:20.520
10513,1143,847,131,63,2,1:21.241,1:21.069,1:20.575
10514,1143,846,1,4,3,1:21.578,1:20.983,1:20.772
10515,1143,857,1,81,4,1:21.821,1:21.121,1:20.829
10516,1143,844,6,16,5,1:21.278,1:21.000,1:20.852
10517,1143,1,131,44,6,1:21.637,1:21.095,1:21.011
10518,1143,832,6,55,7,1:21.447,1:21.199,1:21.041
10519,1143,4,117,14,8,1:21.608,1:21.208,1:21.251
10520,1143,815,9,11,9,1:21.675,1:21.425,1:21.425
10521,1143,825,210,20,10,1:21.891,1:21.387,1:21.500
10522,1143,842,214,10,11,1:21.843,1:21.437,\N
10523,1143,855,15,24,12,1:22.103,1:21.501,\N
10524,1143,822,15,77,13,1:21.927,1:21.731,\N
10525,1143,852,215,22,14,1:22.364,1:21.771,\N
10526,1143,840,117,18,15,1:22.011,1:21.911,\N
10527,1143,848,3,23,16,1:22.390,\N,\N
10528,1143,859,215,30,17,1:22.411,\N,\N
10529,1143,807,210,27,18,1:22.442,\N,\N
10530,1143,861,3,43,19,1:22.594,\N,\N
10531,1143,839,214,31,20,1:22.714,\N,\N
10532,1144,846,1,4,1,1:23.682,1:23.098,1:22.595
10533,1144,857,1,81,2,1:23.640,1:23.199,1:22.804
10534,1144,832,6,55,3,1:23.487,1:22.985,1:22.824
10535,1144,807,210,27,4,1:23.722,1:23.040,1:22.886
10536,1144,830,9,1,5,1:23.516,1:22.998,1:22.945
10537,1144,842,214,10,6,1:23.548,1:23.086,1:22.984
10538,1144,847,131,63,7,1:23.678,1:23.283,1:23.132
10539,1144,4,117,14,8,1:23.794,1:23.268,1:23.196
10540,1144,822,15,77,9,1:23.481,1:23.341,1:23.204
10541,1144,815,9,11,10,1:23.559,1:23.379,1:23.264
10542,1144,852,215,22,11,1:23.735,1:23.419,\N
10543,1144,859,215,30,12,1:23.733,1:23.472,\N
10544,1144,840,117,18,13,1:23.729,1:23.784,\N
10545,1144,844,6,16,14,1:23.302,1:23.833,\N
10546,1144,825,210,20,15,1:23.632,1:23.877,\N
10547,1144,848,3,23,16,1:23.821,\N,\N
10548,1144,855,15,24,17,1:23.880,\N,\N
10549,1144,1,131,44,18,1:23.887,\N,\N
10550,1144,861,3,43,19,1:23.912,\N,\N
10551,1144,862,214,61,20,1:24.105,\N,\N
